"Accession_Number","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"CP003248.1471862.1473381","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium tuberculosis H37Rv"
"CP003255.3974160.3975608","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Thermobacillus","Thermobacillus composti KWC4"
"CP003260.1640313.1641461","Bacteria","Thermotogae","Thermotogae","Thermotogales","Thermotogaceae","Fervidobacterium","Fervidobacterium pennivorans DSM 9078"
"CP003264.283180.284715","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Taylorella","Taylorella equigenitalis ATCC 35865"
"CP003273.9750.11162","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Desulfotomaculum","Desulfotomaculum gibsoniae DSM 7213"
"CP003273.4118741.4120205","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Desulfotomaculum","Desulfotomaculum gibsoniae DSM 7213"
"CP003281.1925144.1926556","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cyclobacteriaceae","Belliella","Belliella baltica DSM 15883"
"CP003281.1938930.1940342","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cyclobacteriaceae","Belliella","Belliella baltica DSM 15883"
"CP003281.2033003.2034415","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cyclobacteriaceae","Belliella","Belliella baltica DSM 15883"
"CP003281.2063415.2064827","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cyclobacteriaceae","Belliella","Belliella baltica DSM 15883"
"CP003282.2435613.2437029","Bacteria","Spirochaetae","Spirochaetes","Spirochaetales","Spirochaetaceae","Spirochaeta","Spirochaeta africana DSM 8902"
"CP003283.1534136.1535543","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Ornithobacterium","Ornithobacterium rhinotracheale DSM 15997"
"CP003322.1637981.1639504","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium intracellulare ATCC 13950"
"CP003326.992011.993524","Bacteria","Firmicutes","Clostridia","Clostridiales","Family XI","Incertae Sedis","Clostridium acidurici 9a"
"CP003326.3020882.3022394","Bacteria","Firmicutes","Clostridia","Clostridiales","Family XI","Incertae Sedis","Clostridium acidurici 9a"
"CP003329.9819.11356","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus subtilis subsp. subtilis 6051-HGW"
"CP003329.171504.173039","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus subtilis subsp. subtilis 6051-HGW"
"CP003333.1721161.1722556","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Sulfurospirillum","Sulfurospirillum barnesii SES-3"
"CP003333.2477116.2478511","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Sulfurospirillum","Sulfurospirillum barnesii SES-3"
"CP003345.597013.598430","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Flexibacter","Flexibacter litoralis DSM 6794"
"CP003345.2052889.2054306","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Flexibacter","Flexibacter litoralis DSM 6794"
"CP003348.246920.248366","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Desulfitobacterium","Desulfitobacterium dehalogenans ATCC 51507"
"CP003348.2118268.2119685","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Desulfitobacterium","Desulfitobacterium dehalogenans ATCC 51507"
"CP003348.2636649.2638067","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Desulfitobacterium","Desulfitobacterium dehalogenans ATCC 51507"
"CP003348.3061457.3062873","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Desulfitobacterium","Desulfitobacterium dehalogenans ATCC 51507"
"CP003349.7718.9128","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Solitalea","Solitalea canadensis DSM 3403"
"CP003349.38634.40044","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Solitalea","Solitalea canadensis DSM 3403"
"CP003349.1464139.1465549","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Solitalea","Solitalea canadensis DSM 3403"
"CP003350.52755.54181","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Frateuria","Frateuria aurantia DSM 6220"
"CP003350.2975310.2976736","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Frateuria","Frateuria aurantia DSM 6220"
"CP003358.1738466.1739941","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Mesorhizobium","Mesorhizobium australicum WSM2073"
"CP003359.2082955.2084373","Bacteria","Firmicutes","Clostridia","Halanaerobiales","Halobacteroidaceae","Halobacteroides","Halobacteroides halobius DSM 5150"
"CP003360.3288170.3289606","Bacteria","Proteobacteria","Deltaproteobacteria","Syntrophobacterales","Syntrophaceae","Desulfomonile","Desulfomonile tiedjei DSM 6799"
"CP003364.4141986.4143386","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Singulisphaera","Singulisphaera acidiphila DSM 18658"
"CP003364.7355506.7356907","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Singulisphaera","Singulisphaera acidiphila DSM 18658"
"CP003368.919274.920698","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella dentalis DSM 3688"
"CP003380.1025684.1027173","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Piscirickettsiaceae","Methylophaga","Methylophaga frappieri"
"CP003382.2727870.2729265","Bacteria","Deinococcus-Thermus","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","Deinococcus peraridilitoris DSM 19664"
"CP003383.448275.449670","Bacteria","Deinococcus-Thermus","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","Deinococcus peraridilitoris DSM 19664"
"CP003389.3335488.3337025","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Myxococcaceae","Corallococcus","Corallococcus coralloides DSM 2259"
"CP003389.9896791.9898329","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Myxococcaceae","Corallococcus","Corallococcus coralloides DSM 2259"
"CP003418.794761.796287","Bacteria","Chlorobi","Ignavibacteria","Ignavibacteriales","Ignavibacteriaceae","Ignavibacterium","Ignavibacterium album JCM 16511"
"CP003555.2649844.2651383","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Advenella","Advenella kashmirensis WT001"
"CP003629.1180436.1181882","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Desulfosporosinus","Desulfosporosinus meridiei DSM 13257"
"CP003696.195943.197478","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium terpenotabidum Y-11"
"CP003696.922351.923886","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium terpenotabidum Y-11"
"CP003697.2587800.2589331","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium halotolerans YIM 70093 = DSM 44683"
"CP003742.4273781.4275174","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Octadecabacter","Octadecabacter arcticus 238"
"CP003837.3687257.3688780","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Glaciecola","Glaciecola psychrophila 170"
"CP003837.4124623.4126147","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Glaciecola","Glaciecola psychrophila 170"
"CP003837.4355673.4357197","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Glaciecola","Glaciecola psychrophila 170"
"CP003837.5309071.5310595","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Glaciecola","Glaciecola psychrophila 170"
"CP003841.40145.41666","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonas","Alteromonas macleodii ATCC 27126"
"CP003841.3860542.3862070","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonas","Alteromonas macleodii ATCC 27126"
"CP003929.1285003.1286367","Archaea","Euryarchaeota","Halobacteria","Halobacteriales","Halobacteriaceae","Natronococcus","Natronococcus occultus SP4"
"CP003929.1699128.1700491","Archaea","Euryarchaeota","Halobacteria","Halobacteriales","Halobacteriaceae","Natronococcus","Natronococcus occultus SP4"
"CP003985.2137188.2138627","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobulbaceae","Desulfocapsa","Desulfocapsa sulfexigens DSM 10523"
"CP003989.3560018.3561620","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Ectothiorhodospiraceae","Thioalkalivibrio","Thioalkalivibrio nitratireducens DSM 14787"
"CP004006.2248483.2250014","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella","Legionella oakridgensis ATCC 33761 = DSM 21215"
"CP004015.69024.70492","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium","Rhizobium tropici CIAT 899"
"CP004044.2961708.2963228","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Incertae Sedis","Clostridium stercorarium subsp. stercorarium DSM 8532"
"CP004077.188995.190476","Bacteria","Thermotogae","Thermotogae","Thermotogales","Thermotogaceae","Thermotoga","Thermotoga maritima MSB8"
"CP004121.9446.10946","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae 1","Clostridium sensu stricto 1","Clostridium saccharoperbutylacetonicum N1-4(HMT)"
"CP004121.5788910.5790410","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae 1","Clostridium sensu stricto 1","Clostridium saccharoperbutylacetonicum N1-4(HMT)"
"CP004121.6226852.6228352","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae 1","Clostridium sensu stricto 1","Clostridium saccharoperbutylacetonicum N1-4(HMT)"
"CP004121.6437713.6439213","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae 1","Clostridium sensu stricto 1","Clostridium saccharoperbutylacetonicum N1-4(HMT)"
"CP004409.16001.17556","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus oligofermentans AS 1.3089"
"CP005077.432790.434297","Bacteria","Tenericutes","Mollicutes","Entomoplasmatales","Spiroplasmataceae","Spiroplasma","Spiroplasma chrysopicola DF-1"
"CP006650.2914359.2915809","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus","Paracoccus aminophilus JCM 7686"
"CP006718.2265265.2266805","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Vibrio alginolyticus NBRC 15630 = ATCC 17749"
"CP006934.711461.712969","Bacteria","Tenericutes","Mollicutes","Entomoplasmatales","Spiroplasmataceae","Spiroplasma","Spiroplasma sabaudiense Ar-1343"
"CP006958.5178126.5179657","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Achromobacter","Achromobacter xylosoxidans NBRC 15126 = ATCC 27061"
"CP007030.304623.306164","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Piscirickettsiaceae","Thioalkalimicrobium","Thioalkalimicrobium aerophilum AL3"
"CP007032.1560342.1561917","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Desulfitobacterium","Desulfitobacterium metallireducens DSM 15288"
